name,slug,id,category,energy,fat,satFat,carbs,sugar,protein,salt,description,actualPrice,loyaltyPrice,unitOfMeasure,conversionMeasure,conversionValue,constraintCode
"Becukrė kramtoma guma metų skonio DIROL, 13,6 g",Becukre-kramtoma-guma-metu-skonio-DIROL-136-g,OtMMwI93OrN9hwqlvj4Q,Chewing Gum & Pastilles,168,0.6,0.4,66,0.1,0.3,0.04,Becukrė kramtoma guma metų skonio.,,,VNT,KG,0.0136,
"Apvaliagrūdžiai Arborio ryžiai RISO SCOTTI, 500 g",Apvaliagrudziai-Arborio-ryziai-RISO-SCOTTI-500-g,OmKSqXGXIy5MeYrfxqbf,Rice,351,1.4,0.1,77.8,0.2,6.7,NaN,Apvaliagrūdžiai ryžiai,,,VNT,KG,0.5,
"Dzūkijos sausainiai SAULĖGRĄŽA, 1 kg",Dzukijos-sausainiai-SAULEGRAZA-1-kg,C01DizRPYSPEr2FNaxgM,Cookies & Gingerbread,508,28.1,5.8,53.4,22.4,12.6,0.08,Sausainiai,,,KG,KG,1,
"Kramtomoji guma TIC TAC SPEARMINT, 12,1 g",Kramtomoji-guma-TIC-TAC-SPEARMINT-121-g,CYSSXfbKZO3y9mtBxYDQ,Chewing Gum & Pastilles,181,1.1,1.1,71.1,0,0,0,Kramtomoji guma,,,VNT,KG,0.01,
"Sūris MOZZARELLA MINI, 150 g",Suris-MOZZARELLA-MINI-150-g,JijFP6Nxm8AHD8saXoPZ,Soft Cheese,245,18.5,13.2,0.13,0.13,19.9,0.5,Sūris.,,,VNT,KG,0.15,fresh
"Batonėlis NUTELLA B-READY, 44 g",Batonelis-NUTELLA-B-READY-44-g,NEsh7oLMXYwbGdByBJfM,Bars & Cereals,521,27,9.5,60.7,47.1,7.2,0.56,Batonėlis.,,,VNT,KG,0.044,
"Ekleras su vanilės skoniu, 120 g",Ekleras-su-vaniles-skoniu-120-g,JcXQg9Jknntp4vOroPZI,Cakes,374,20,9.2,28,11,5.3,1,Eklerai,,,VNT,KG,0.12,fresh
"Kvietiniai miltai 550D IKI, 2 kg",Kvietiniai-miltai-550D-IKI-2-kg,BVlE0PRhhTGvTw9sareA,Flour,345,1.3,0.21,74.2,0.5,10.7,0.1,Kvietiniai miltai. Aukščiausia rūšis.,,,VNT,KG,2,
"Virta dešra PANERIO, 300 g",Virta-desra-PANERIO-300-g,KCA2RnG2hrAKeq6CzQAC,Boiled Meat Products,185,16,5.7,0,0,11,1.7,Virta dešra,,,VNT,KG,0.3,fresh
"Atlantinių skumbrių filė aliejuje IKI, 190 g",Atlantiniu-skumbriu-file-aliejuje-IKI-190-g,PtsCAzlsPuVBOttut04S,Fish Products,304,24,4,0,0,22,1.2,Atlantinių skumbrių filė aliejuje.,,,VNT,KG,0.19,fresh
"Konservuoti džiovinti pomidorai saulėgrąžų aliejuje CLEVER, 280 g",Konservuoti-dziovinti-pomidorai-saulegrazu-aliejuje-CLEVER-280-g,4UQX9XczkcSkhiKT1etp,"Pickled, Canned Vegetables",178,12,1.4,11,5.6,3.6,3.5,Konservuoti džiovinti pomidorai saulėgrąžų aliejuje,,,VNT,KG,0.28,
"Plikytos tešlos tortas su šokoladu, 1 kg",Plikytos-teslos-tortas-su-sokoladu-1-kg,4nLiiC7Sn4tIBj983RpJ,Cakes,295,21,13,22,17,4.2,0.18,Plikytos tešlos tortas su šokoladu.,,,KG,KG,1,fresh
"Čederio sūris su raudonu vynu OLD IRISH CREAMY 50%, 150 g",Cederio-suris-su-raudonu-vynu-OLD-IRISH-CREAMY-50percent-150-g,4UnNnPFMk549idpij9aL,Semi-Hard and Hard Cheeses,390,32,21,0.2,0.2,26,1.9,Čederio sūris su raudonu vynu,,,VNT,KG,0.15,fresh
"Turkiškas jogurtas AISTĖ 5% rieb., 350 g",Turkiskas-jogurtas-AISTE-5percent-rieb.-350-g,4CCDHDhUPK2G8zc8QDYJ,Yogurt,77,5,3.5,4.3,4.1,3.8,0.08,Turkiškas jogurtas brandintas indelyje.,,,VNT,KG,0.35,fresh
"Vaikiška aviečių arbata MILUPA su vitaminu C (nuo 6 mėn.), 200 g",Vaikiska-avieciu-arbata-MILUPA-su-vitaminu-C-(nuo-6-men.)-200-g,48pl3OtrwsxWNIyW19L5,Baby Food,387,0.1,0,96,93.8,0.1,0,Aviečių arbata su vitaminu C kūdikiams nuo 4 mėn. Be glitimo.,,,VNT,KG,0.2,
"Kečupas vaikams ČUMAK, 200 g",Kecupas-vaikams-CUMAK-200-g,44s8H1HCIRGLnq1LQKlW,Sauces,56,0.003,0,22.6,22.5,1.6,2.1,Kečupas vaikams,,,VNT,KG,0.2,
"Keptas kibinas su kiauliena PAGAMINTA IKI, 100 g",Keptas-kibinas-su-kiauliena-PAGAMINTA-IKI-100-g,5z51L2kkYoBdxzN7zn1C,Sandwiches,317,16,6.4,22,1,10,0.64,Keptas kibinas su kiauliena,,,VNT,KG,0.1,fresh
"Sausainiai su miško uogomis BELVITA, 50 g",Sausainiai-su-misko-uogomis-BELVITA-50-g,55qqwm3qnQcmDQTPQksL,Cookies & Gingerbread,450,16,1.5,68,24,1.5,0.33,Sausainiai BELVITA su miško uogomis.,,,VNT,KG,0.05,
"Juodasis šokoladas su dumplūnėmis PERGALĖ, 93 g",Juodasis-sokoladas-su-dumplunemis-PERGALE-93-g,5EbDSP1rYx6bQmRrH7Zo,Chocolate Plates,487,29,17,52,46,5.6,0.01,Juodasis šokoladas PERGALĖ su dumplūnių gabaliukais,,,VNT,KG,0.093,
"Vaniliniai ledai PASAKA, 900 ml",Vaniliniai-ledai-PASAKA-900-ml,5Db15zJqvO2asHMf94XO,Ice Cream in Boxes ,214,13,5.3,22.2,22.2,2.9,0.15,Vaniliniai ledai,,,VNT,L,0.9,frozen
"Migdolų putėsių tortas su mangais jogurtiniu įdaru, 1 kg",Migdolu-putesiu-tortas-su-mangais-jogurtiniu-idaru-1-kg,69m4fe0uwWgHEsBixbsO,Cakes,225,13,7.3,24,21,2.9,0.18,Migdolų putėsių tortas su mangais jogurtiniu įdaru,,,KG,KG,1,fresh
"Majonezo padažas SMAČNO 30%, 360g",Majonezo-padazas-SMACNO-30percent-360g,2daPwXl1rc0efpMayXbL,Sauces,299,30,3.7,6,3.2,0,0.9,Majonezo padažas,,,VNT,KG,0.36,fresh
"Avinžirnių užtepas - HUMUSAS, 200 g",Avinzirniu-uztepas-HUMUSAS-200-g,6P0BQufuikYWMjKU6gQz,Pates and Other Meat Products,204,16,2.8,10,0.4,5.1,0.75,Humusas,,,VNT,KG,0.2,fresh
"Saldainiai - guminukai FINI PUPELĖS, 90 g",Saldainiai-guminukai-FINI-PUPELES-90-g,5HojfCNKZAazEIfFY4c6,Chewing Gum & Pastilles,326,0,0,75,54,6.5,0.1,Saldainiai - guminukai.,,,VNT,KG,0.085,
"Traškučiai paprikos skonio TAFFEL, 130 g",Traskuciai-paprikos-skonio-TAFFEL-130-g,6NM4JO9jZ8jitd3VGgYg,Chips,533,32,14.6,52,2.8,6.5,1.4,Traškučiai paprikos skonio TAFFEL,,,VNT,KG,0.13,
"Šalta persikų skonio arbata LIPTON PEACH, 1,5 l",Salta-persiku-skonio-arbata-LIPTON-PEACH-15-l,6KKZg3b5gHyXkGPqHURH,Soft Drinks,19,0.5,0.1,4.6,4.5,0.5,0.03,Šalta persikų skonio arbata.,,,VNT,L,1.5,
"Vyšnių skonio valgomieji VALSOIA ledai be laktozės, 500 ml",Vysniu-skonio-valgomieji-VALSOIA-ledai-be-laktozes-500-ml,6VryW1oJcQ3muRwMIO3f,Ice Cream in Boxes ,178,5.1,3.4,31,30,1.9,0.05,Valgomieji ledai,,,VNT,KG,0.5,frozen
"Sūris MASCARPONE STERILGARDA, 250 g",Suris-MASCARPONE-STERILGARDA-250-g,5uayCamEU3YZbFW44Ay4,Soft Cheese,355,35.5,24.9,3,3,5.8,0.07,Sūris MASCARPONE STERILGARDA,,,VNT,KG,0.25,fresh
"Vaniliniai valgomieji KARALIŠKI ledai plombyras, 1000 ml",Vaniliniai-valgomieji-KARALISKI-ledai-plombyras-1000-ml,7J601mF5iDTe7GNUsoxO,Ice Cream in Boxes ,220,13.7,9,21,21,3,0.2,Klasikinio skonio legendinis vanilinis plombyras kartoninėje dėžutėje.,,,VNT,L,1,frozen
"Vytinta DZŪKIŠKA dešra, a. r., 200 g",Vytinta-DZuKISKA-desra-a.-r.-200-g,7EBKdL8sNJknZUzyQ4nb,Dried Meat Products,427,34,13,0.7,0.6,30,4.4,"Aukščiausios rūšies vytinta Dzūkiška"" dešra pagaminta iš aukščiausios kokybės stambiai pjaustytos kiaulienos ir lašinukų. Jos skonį paryškina pipirai ir česnakai.""",,,VNT,KG,0.2,fresh
"Keptas vištų kepenėlių paštetas su šonine pirma rūšis PAGAMINTA IKI, 200 g",Keptas-vistu-kepeneliu-pastetas-su-sonine-pirma-rusis-PAGAMINTA-IKI-200-g,7m4UHrKw6AIDYxs2RrDd,Pates and Other Meat Products,408,30,14,2.7,1.4,7.7,0.41,Keptas vištų kepenėlių paštetas su šonine pirma rūšis,,,VNT,KG,0.2,fresh
"Ekologiška bananų ir slyvų MAMUKO tyrelė nuo 4 mėn., 100 g",Ekologiska-bananu-ir-slyvu-MAMUKO-tyrele-nuo-4-men.-100-g,6p2FF2ehtuqFc7CtzHMr,Baby Food,55,0.1,0,12.2,11,0.6,0.05,Ekologiška tyrelė,,,VNT,KG,0.1,
"PRANCŪZIŠKAS sumuštinis su kumpiu ir bešameliu, 160 g",PRANCuZISKAS-sumustinis-su-kumpiu-ir-besameliu-160-g,7J2AwzZLOf5NAgSaZERW,Confectionery Products,245,10,6.6,24,1.1,14,1.1,PRANCŪZIŠKAS sumuštinis su kumpiu ir bešameliu,,,VNT,KG,0.16,fresh
"Grietininiai ledai POLS su braškių įdaru ir sausainiais, 500 ml",Grietininiai-ledai-POLS-su-braskiu-idaru-ir-sausainiais-500-ml,7DQGHWkL0jEV1iDE9Hor,Ice Cream in Boxes ,213,8.8,5.4,30,25,3.4,0.08,Valgomieji ledai,,,VNT,L,0.5,frozen
"Kepta vištienos filė su daržovėmis ir sūriu, 4x150 g pakuotė",Kepta-vistienos-file-su-darzovemis-ir-suriu-4x150-g-pakuote,6xtKlTNXgMEE7fqjDM7C,Fast Food Preparation,204,12,2.9,5.1,1.7,14,0.62,Kepta vištienos filė,,,VNT,KG,0.6,fresh
"Raudonųjų lašišų filė gabaliukais su krapais., 100 g",Raudonuju-lasisu-file-gabaliukais-su-krapais.-100-g,6x2917PreHT7tnEUXaux,Baking Ingredients,107,1.6,0.5,1.7,0.43,21.1,3,Šaltai rūkytų filė gabaliukai su krapais.,,,VNT,KG,0.1,fresh
"Traškučiai TAFFEL NACHO CHEESE BALLS, 200 g",Traskuciai-TAFFEL-NACHO-CHEESE-BALLS-200-g,7Y4FX1yNwhWh10xKA4wb,Chips,530,32,15.2,51,2.8,6,1.9,Kukurūzų traškučiai TAFFEL NACHO CHEESE BALLS.,,,VNT,KG,0.2,
"Tartaletė su obuoliais, 370 g",Tartalete-su-obuoliais-370-g,7bY53m6LWPoUGrtvR2Ib,Confectionery Products,268,14,3.6,31,20,4.2,0.09,Tartaletė su obuoliais,,,VNT,KG,0.37,fresh
"Rokiškio sūris TIKRAS, 45% riebumo, 200 g",Rokiskio-suris-TIKRAS-45percent-riebumo-200-g,6vJpnvpXkncl7xlhQQbL,Semi-Hard and Hard Cheeses,335,25.6,17,1,0,25.2,1.7,"Sūris, 45% riebumo",,,VNT,VNT,1,fresh
"Traškūs duonos paplotėliai MOGYI su rugiais, 200 g",Traskus-duonos-paploteliai-MOGYI-su-rugiais-200-g,8Pynd630rYu5Fwpxe4nl,Breads & Scones,355,0.9,0.3,71,5.1,12,0,Traškūs duonos paplotėliai su rugiais,,,VNT,KG,0.2,
"Spindulinės pupuolės BUON GUSTO, 350 g",Spindulines-pupuoles-BUON-GUSTO-350-g,8NtbeHxEHOeh50zDSC4x,Groats,389,1.2,0.3,62.6,6.6,23.9,0.04,Spindulinės pupuolės,,,VNT,KG,0.35,
"Džiovintų pomidorų užtepėlė ZABE, 190 g",Dziovintu-pomidoru-uztepele-ZABE-190-g,9VbIZY0I6Qy9wRyBQvxI,"Pickled, Canned Vegetables",439,43.8,4.4,5.3,3.4,4.1,2.1,Užtepėlė,,,VNT,KG,0.19,
"Sausainiai su šokolado skonio gabaliukais VIKTORIJA, 250 g",Sausainiai-su-sokolado-skonio-gabaliukais-VIKTORIJA-250-g,85z00uKltSXOdD6jqWrJ,Cookies & Gingerbread,492,23.6,9.1,62.3,22.5,6.8,0.3,Sausainiai,,,VNT,KG,0.25,
"Bulvių traškučiai PRINGLES PAPRIKA, 40 g",Bulviu-traskuciai-PRINGLES-PAPRIKA-40-g,89G4xRSJ4fgzpt9sRUB2,Chips,503,32,3.5,51,3,4.7,2.1,Bulvių traškučiai,,,VNT,KG,0.04,
"Pieniška grūdų košė MILUPA su sausainiais (nuo 6 mėn.), 250 g",Pieniska-grudu-kose-MILUPA-su-sausainiais-(nuo-6-men.)-250-g,8Isdz9DhNxBZuc7wcDvn,Baby Food,434,12,5.8,67.2,36.5,13,0,"Įvairių grūdų košė su sausainiais ir pienu patiks kiekvieno mažylio pilvukui! Tinka kūdikiams nuo 6 mėn. Pagaminta iš aukštos kokybės grūdų (avižų, ryžių, kviečių, sorų, miežių, kukurūzų, rugių) ir papildyta keptais sviestiniais sausainiais. Sudėtyje yra glitimo.",,,VNT,KG,0.25,
"Ekologiški anakardžių riešutai ALVO, 80 g",Ekologiski-anakardziu-riesutai-ALVO-80-g,9aCkj6OJQLgimvQCkstI,Nuts & Dried Fruit,565,47,8,27,6,18,0.1,Anakardžių riešutai,,,VNT,KG,0.08,
"4 grūdų trapučiai SAULĖS GRŪDAS, 120 g",4-grudu-trapuciai-SAULES-GRuDAS-120-g,8H5EKJixWz1em00MCMTl,Breads & Scones,374,2.2,0.59,81.31,0.22,10.6,0.84,4 grūdų trapučiai.,,,VNT,KG,0.12,
"Užkandinės salotos su rūkytomis kiaulių ausimis, 1 kg",Uzkandines-salotos-su-rukytomis-kiauliu-ausimis-1-kg,9jQnhM2RmLDjkr4kUnof,Salad,216,9.7,1.8,21,1.7,8.3,1.2,Užkandinės salotos,,,VNT,KG,0.25,fresh
"Juodasis šokoladas CACHET UGANDA 80%, 100 g",Juodasis-sokoladas-CACHET-UGANDA-80percent-100-g,8HZMDY9ZYv5uqNHq345F,Chocolate Plates,589,48,29,25,19,8.6,0.01,Juodasis šokoladas,,,VNT,KG,0.1,
"Sumuštinis su plėšytu kumpiu PRETZEL IKI, 160 g",Sumustinis-su-plesytu-kumpiu-PRETZEL-IKI-160-g,8oW0mDnRwlHWWDT4kcSG,Sandwiches,252,11,0.8,30,6.6,7.5,1.5,Sumuštinis,,,VNT,KG,0.16,fresh
"SUPER PREKĖ - Popieriniai rankšluosčiai RENOVA EXTRA XXL, 1 vnt.",SUPER-PREKE-Popieriniai-ranksluosciai-RENOVA-EXTRA-XXL-1-vnt.,8j0W2oEZ9cXONUkMDj8O,Paper Products,140,9.7,3,0.6,0,13,0.4,Popieriniai rankšluoščiai.,,,VNT,VNT,1,
"Valgomieji ledai vanilės skonio ir šokoladinis plombyras su šokolado gabaliukais DADU, 800 ml",Valgomieji-ledai-vaniles-skonio-ir-sokoladinis-plombyras-su-sokolado-gabaliukais-DADU-800-ml,99yZbNb6RtZs7L5sy8LO,Ice Cream in Boxes ,223,13.1,8.7,22.8,21.5,3.6,0.15,Valgomieji ledai vanilės skonio ir šokoladinis plombyras su šokolado gabaliukais. Prekės ženklas: DADU Kiekis: 800 ml,,,VNT,L,0.8,frozen
"Sūris WENSLEYDALE, 1 kg",Suris-WENSLEYDALE-1-kg,97RuHY6Zr7aHPuGvQ3Hk,Soft Cheese,378,21.7,16.7,13.8,13.7,19.8,0.9,Sūris.,,,KG,KG,1,fresh
"Šokoladiniai ryžiai OHO! CHOCO RICE, 150 g",Sokoladiniai-ryziai-OHO!-CHOCO-RICE-150-g,9LLxmN41nGWwvXbraSs3,Flakes & Porridge,387,3.8,1.1,78,28,7.4,0.56,"Šokoladiniai ryžiai „Oho!“ – pūstų ryžių formos šokoladiniai dribsniai, pagaminti iš ryžių bei kvietinių miltų.",,,VNT,KG,0.15,
"Virta daktariška dešra su kumpiu, aukščiausia rūšis, 600 g",Virta-daktariska-desra-su-kumpiu-auksciausia-rusis-600-g,8pA0Bx7PQh8dOTnqykUm,Boiled Meat Products,189,15,3.8,0.5,0.3,13,2.4,Virta daktariška dešra su kumpiu aukščiausia rūšis,,,VNT,KG,0.6,fresh
"Sūrūs krekeriai su grietine ir svogūnais TUC, 100 g",Surus-krekeriai-su-grietine-ir-svogunais-TUC-100-g,8oBUI7Mf1j9oruLAeEEl,Cracker and Other Snacks,504,23,2.1,65,11,8,1.84,Sūrūs krekeriai su grietine ir svogūnais TUC,,,VNT,KG,0.1,
"Grietininiai ledai PASAKA su pistacijomis ir migdolų gabal., 150 ml",Grietininiai-ledai-PASAKA-su-pistacijomis-ir-migdolu-gabal.-150-ml,9scvfJTMtHA8DmLzANnG,Ice Cream in Portions,312,17.3,9.5,33.6,25.3,5.4,0.18,Grietininiai ledai,,,VNT,L,0.15,frozen
"Tepieji riebalai su sviestu VILNIUS, 250 g",Tepieji-riebalai-su-sviestu-VILNIUS-250-g,A2GwQigttbvJfYOiCDXb,"Butter, Margarine & Fat",450,50,20,0.2,0.2,0.2,0.5,Tepieji riebalai su sviestu,,,VNT,KG,0.25,fresh
"Sausainiai ESTILO AMERICANO, 1 kg",Sausainiai-ESTILO-AMERICANO-1-kg,A09PR3wdAObtMisYNy8c,Cookies & Gingerbread,445,23,2,53,28,10.5,0.19,Sausainiai,,,KG,KG,1,
"Šokolado gabaliukai CHABRIOR, 100 g",Sokolado-gabaliukai-CHABRIOR-100-g,A9TcinaSdqb0bF9A9SXl,Baking Ingredients,515,27.9,17.1,54.8,53.3,7.2,0.02,Šokolado gabaliukai,,,VNT,KG,0.1,
"Nealkoholinis alus ERDINGER, 0,5 l",Nealkoholinis-alus-ERDINGER-05-l,A5ljom9R5rdZmGxNufOl,Non-Alcoholic Beverages,25,0.1,0.1,5.3,3.6,0.4,1.3,Nealkoholinis alus ERDINGER,,,VNT,L,0.5,
"Razinos, 200 g",Razinos-200-g,9z78UjvRDDKVuAVgc8mL,Nuts & Dried Fruit,313,0.5,0,74,73,2.4,0.22,Razinos,,,VNT,KG,0.2,
"Majonezas 72% rieb. OBELIŲ, 650 ml",Majonezas-72percent-rieb.-OBELIU-650-ml,A3Iv809NcvnbMczP4u2B,Mayonnaise,671,72.3,4.5,4.2,4.1,0.8,1.05,Majonezas 72% riebumo,,,VNT,L,0.65,fresh
"Traškučiai su vytinta jautiena TALER, 120 g",Traskuciai-su-vytinta-jautiena-TALER-120-g,ACry9Iaq2B1TQplDqFmD,Waffles & Bagels,358,5.4,0.7,62,1.6,15,3.2,"Tai ypatingai maistingi. Šie Taler traškučiai geriausiai tiks tiems, kuriems reikia energijos. Jausmas – kaip po gero ir sotaus steiko kepsnio! Hrrrr!",,,VNT,KG,0.12,
"Virtos pieniškos dešrelės BAJORŲ,  240 g",Virtos-pieniskos-desreles-BAJORU-240-g,AzmLu31fmlwaZYc7sPOk,Hot Dogs & Wieners,229,19,7.9,0.5,0.5,14,1.6,Pieniškos dešrelės,,,VNT,KG,0.24,fresh
"Graikiškas geriamasis jogurtas AISTĖ su avietėmis, 330 g",Graikiskas-geriamasis-jogurtas-AISTE-su-avietemis-330-g,BLxxTZQbz83U90gvYJdZ,Drinking Yogurt,320,5.3,3.6,45.9,44.2,22.1,0.56,Geriamasis jogurtas su avietėmis,,,VNT,KG,0.33,fresh
"Apvalūs sausainiai su šokolado įdaru CHABRIOR, 300 g",Apvalus-sausainiai-su-sokolado-idaru-CHABRIOR-300-g,ADGXQzMPvsJ6wyPdCrnU,Cookies & Gingerbread,464,17.2,6.4,69,30.3,6.6,0.64,Apvalūs sausainiai su šokolado įdaru.,,,VNT,KG,0.3,
"Juodojo šokolado ir serbentų tyrės tortas, 1 kg",Juodojo-sokolado-ir-serbentu-tyres-tortas-1-kg,A8yMj6bVcnKNmsgtEBHV,Cakes,276,15,8.3,31,27,3.9,0.16,"Juodojo šokolado ir serbentų tyrės tortas, 1 kg",,,KG,KG,1,fresh
"Tortas su vyšniomis KOMPLIMENTAS 16cm, 1 kg",Tortas-su-vysniomis-KOMPLIMENTAS-16cm-1-kg,AeUx18sUCFjGZzPT4lgY,Confectionery Products,283,13,8,24,19,3.8,0.11,Tortas su vyšniomis komplimentas,,,KG,KG,1,fresh
"Pieno mišinys NESTLE NAN OPTIPRO PLUS 3 LR (nuo 1 m.), 350 g",Pieno-misinys-NESTLE-NAN-OPTIPRO-PLUS-3-LR-(nuo-1-m.)-350-g,BLUlX1nN3RszkDxEKP97,Baby Food,67,3,0.8,8.4,5.3,1.5,0.1,"NAN OPTIPRO PLUS 3 - tai pieno mišinys vaikams nuo vienerių metų, jei jie nemaitinami motinos pienu. Nestlé NAN OPTIPRO 3 nėra skirtas pakeisti motinos pieną.",,,VNT,KG,0.35,
"Granatų nektaras (30%) CIDO, 1 l",Granatu-nektaras-(30percent)-CIDO-1-l,AgLDt737ohdlJVW4GRZr,Juice,48,0,0,12,12,0,0,Granatų nektaras,,,VNT,L,1,
"Šakotis dėžutėje IKI GOURMET, 1 kg",Sakotis-dezuteje-IKI-GOURMET-1-kg,B5fEAWOAJuZ38wz52L2n,Breads & Scones,338,21.3,16,30.4,29.1,6.4,0,Šakotis,,,KG,KG,1,
"Aronijų sultys IKI ŪKIS, 300 ml",Aroniju-sultys-IKI-uKIS-300-ml,B1eDvpHzW4H5H1qYvmc9,Juice,91,0.2,0,26,1.1,1.3,0.01,Sultys,,,VNT,L,0.3,
"Sausainiai LAUMĖS JUOSTA, 1 kg",Sausainiai-LAUMES-JUOSTA-1-kg,BWfuehagm5qKDa3KDHRE,Cookies & Gingerbread,480,19.9,6.7,68.8,25.5,7.8,0.17,Sausainiai.,,,KG,KG,1,
"Sausainiai CANTUCCI su migdolais, 1 kg",Sausainiai-CANTUCCI-su-migdolais-1-kg,ArAal1B9Ovoj3PwM0CHb,Cookies & Gingerbread,420,15,3.1,58,29,8.8,0.04,Sausainiai cantucci,,,KG,KG,1,
"Šviežios, atšaldytos dešrelės ITALIŠKOS, 500 g",Sviezios-atsaldytos-desreles-ITALISKOS-500-g,AybZICrRXhequmP5JFJc,Grilling Meat,251,20.9,7.1,0,0,15.6,0.2,Šviežios dešrelės,,,VNT,KG,0.5,fresh
"Tamsi duona su sėklomis GARDĖSIS SĖKLŲ DUONA, 400 g",Tamsi-duona-su-seklomis-GARDESIS-SEKLU-DUONA-400-g,ARbkuJEHssmh1JvEaZ20,Bread,343,19.6,2.1,29.9,6,11.6,0.9,Juoda duona su saulėgrąžomis,,,VNT,KG,0.4,
"Baltosios pupelės AUKSINIS DERLIUS, 400 g",Baltosios-pupeles-AUKSINIS-DERLIUS-400-g,ALdvGZVYqpehYNutF71E,"Pickled, Canned Vegetables",58,0.2,0,7.5,0,4,0.17,Konservuotos baltosios pupelės.,,,VNT,KG,0.4,
"Aitriųjų paprikų ir spanguolių padažas BUGA'S, 170 g",Aitriuju-papriku-ir-spanguoliu-padazas-BUGA'S-170-g,ARQi2llEvrpYAfhUkXiv,Sauces,153,0.4,0.1,37.7,35,0.5,3.2,Aitriųjų paprikų ir spanguolių padažas,,,VNT,KG,0.17,
"Vytintos paprastosios kuojos RUSNĖS ŽUVIS, 1 kg",Vytintos-paprastosios-kuojos-RUSNES-ZUVIS-1-kg,AxHO9nBRDQRPoXU6X2GV,Fish Products,798,5.4,1.51,1.36,0,3.6,13.3,Paprastosios kuojos,,,KG,KG,1,fresh
"Ekologiška obuolių ir kriaušių tyrelė HIPP (nuo 4 mėn.), 100 g",Ekologiska-obuoliu-ir-kriausiu-tyrele-HIPP-(nuo-4-men.)-100-g,AaYlceNyqqd6wJtz8YnO,Baby Food,53,0.2,0,11.1,9.9,0.4,0.05,Vaisių tyrelė,,,VNT,KG,0.1,
"Liesa ROKIŠKIO NAMINĖ varškė, 0,5% rieb., 1 kg",Liesa-ROKISKIO-NAMINE-varske-05percent-rieb.-1-kg,AKWS7KD2TQWe4rBigXYn,Curd,98,0.5,0.3,3.5,3.1,19.8,0.1,"Liesa varškė 0,5% rieb.",,,KG,KG,1,fresh
"Kepta traški vištienos filė, 1 kg",Kepta-traski-vistienos-file-1-kg,AUe9taC7a6Fz039zvLbS,Dishes,217,9.1,0.9,13,0.5,19,1.4,Kepta vištiena,,,KG,KG,1,fresh
"Batonėlis LION 2GO PEANUT, 33 g",Batonelis-LION-2GO-PEANUT-33-g,AsNPG0APlJml88nkqHBz,Bars & Cereals,445,18,6,62,42,7.9,0.55,Batonėlis,,,VNT,KG,0.033,
"Sūrio skonio kukurūzų traškučiai ESTRELLA TORTILLA NACHO CHEESE, 150 g",Surio-skonio-kukuruzu-traskuciai-ESTRELLA-TORTILLA-NACHO-CHEESE-150-g,Bg6d6kNW3oAfnFfNCa5H,Mexican Foods,490,24.5,3.5,58,1.1,7,1.7,Sūrio skonio kukurūzų traškučiai „Estrella Tortilla“.,,,VNT,KG,0.15,
"Šokolado-vanilės skonio kremas MEŠKIUKAS RUDNOSIUKAS, 400 g",Sokolado-vaniles-skonio-kremas-MESKIUKAS-RUDNOSIUKAS-400-g,BOTm0cYTiOA8Mg60DQvi,Other Sweets,535,30.7,11.7,62.8,62.7,1.8,0.22,Šokolado-vanilės skonio kremas.,,,VNT,KG,0.4,
"Aukščiausios kokybės pirmojo spaudimo alyvuogių aliejus PIETRO CORICELLI, 500 ml",Auksciausios-kokybes-pirmojo-spaudimo-alyvuogiu-aliejus-PIETRO-CORICELLI-500-ml,ATZyayhnqmbf7tFuoj11,Oil & Vinegar,822,91.3,13,0,0,0,0,Aukščiausios kokybės pirmojo spaudimo alyvuogių aliejus.,,,VNT,L,0.5,
"Klevų sulos grietininiai, valgomieji ledai su karamelizuotais graikiniais riešutais DADU CANADIAN, 400 ml",Klevu-sulos-grietininiai-valgomieji-ledai-su-karamelizuotais-graikiniais-riesutais-DADU-CANADIAN-400-ml,AoO9tg8l7AZm0zEc8YLi,Ice Cream in Boxes ,222,11,5,18.7,17.1,3.5,0,"Klevų sulos grietininiai, valgomieji ledai su karamelizuotais graikiniais riešutais.",,,VNT,L,0.4,frozen
"Keptas vištienos šlaunelių mėsos kumpelis su česnaku ir kmynais ČYŽAS, aukščiausia rūšis, 420 g",Keptas-vistienos-slauneliu-mesos-kumpelis-su-cesnaku-ir-kmynais-CYZAS-auksciausia-rusis-420-g,Bwf83l9ZWvQnKY4rELUd,Pates and Other Meat Products,166,9.4,2.88,3.41,0,17.02,1.92,Keptas vištienos šlaunelių mėsos kumpelis su česnaku ir kmynais,,,VNT,KG,0.42,fresh
"Vafliai be cukraus GULLON DIETNATURE, 70g",Vafliai-be-cukraus-GULLON-DIETNATURE-70g,BzAlfKSrVSOQEWPikc6g,Waffles & Bagels,431,17,1.7,65,0.5,6.1,0.65,Vafliai,,,VNT,KG,0.06,
"Virtos kepamosios vištienos dešrelės su sūriu, 270 g",Virtos-kepamosios-vistienos-desreles-su-suriu-270-g,Bx4PD15WtUYr9YHxl7Sm,Hot Dogs & Wieners,236,19,7.8,1,0.1,14,1.6,Virtos kepamosios vištienos dešrelės su sūriu,,,VNT,KG,1,fresh
"Žaliosios alyvuogės su sūrio įdaru ITLV, 300 g",Zaliosios-alyvuoges-su-surio-idaru-ITLV-300-g,BsHeiNkzLJc6UEijpfoO,"Pickled, Canned Vegetables",164,17,3,0,0,1,4.5,Žaliosios alyvuogės,,,VNT,KG,0.3,
