name,slug,id,category,energy,fat,satFat,carbs,sugar,protein,salt,description,actualPrice,loyaltyPrice,unitOfMeasure,conversionMeasure,conversionValue,constraintCode
"Gėrimas MIRINDA, 0,5 l",Gerimas-MIRINDA-05-l,8FyBZKmlfuPDyi8PYaUd,Non-Alcoholic Beverages,29,0,0,7,7,0,0,MIRINDA – sodraus apelsinų skonio gazuotas gaivusis gėrimas.,,,VNT,L,0.5,
"Mažacukrė viso gūdo duona AGOTA, 375 g",Mazacukre-viso-gudo-duona-AGOTA-375-g,8VK0uQ7DYD0l5nmlvVwt,Bread,216,2,0.1,38,1.5,8,0.97,Juoda viso grūdo duona.,,,VNT,KG,0.375,
"Šiaudeliai su druska AKSAM, 300 g",Siaudeliai-su-druska-AKSAM-300-g,9T9hwnKAnHFNis4pLrDR,Cracker and Other Snacks,401,5.9,0.7,76,3.9,10,3.8,Šiaudeliai su druska.,,,VNT,KG,0.3,
"Pyragas su varške ir aguonomis SAPNAS, 1 kg",Pyragas-su-varske-ir-aguonomis-SAPNAS-1-kg,8BPYJ2RCGt5DrOjzC17A,Confectionery Products,295,15,6.3,32,24,7.1,0.15,Pyragas,,,KG,KG,1,fresh
"Bananiniai valgomieji ledai KLASIKA, 1 l",Bananiniai-valgomieji-ledai-KLASIKA-1-l,8Ad2LruYJdttjufhxupC,Ice Cream in Boxes ,227,13,7.5,26,26,1.3,0.09,Valgomieji ledai,,,VNT,L,1,frozen
"Raudonasis nealkoholinis vynas VIVE LA VIE CABERNET SAUVIGNON, 0,75 l",Raudonasis-nealkoholinis-vynas-VIVE-LA-VIE-CABERNET-SAUVIGNON-075-l,8CXXqf2UQoPPKasPUHdj,Non-Alcoholic Beverages,32,0.5,0.01,5.5,4.6,0.5,0.01,Raudonasis nealkoholinis vynas.,,,VNT,L,0.75,
"Grietinė, 30% riebumo SENOLIŲ, 200 g",Grietine-30percent-riebumo-SENOLIU-200-g,9g6WTZm3jvzWQtIJ7nxY,Sour Cream,290,30,16.9,2.8,2.7,2.4,0.2,"Grietinė, 30% riebumo.",,,VNT,KG,0.2,fresh
"Naminis keptas vyniotinis SKONIO KALVĖ, 1 kg",Naminis-keptas-vyniotinis-SKONIO-KALVE-1-kg,85bqnAHjgl48tYTKDL5j,Pates and Other Meat Products,173,12.4,4.9,0.7,0.7,14.7,1.9,Vyniotinis,,,KG,KG,1,fresh
"Šokoladiniams keksiukams miltinis mišinys KAUNO GRŪDAI, 470 g",Sokoladiniams-keksiukams-miltinis-misinys-KAUNO-GRuDAI-470-g,9S401OLHe0JHagn3X0XW,Flour,378,3,1.2,78,13,8.1,0.4,Šokoladiniams keksiukams miltinis mišinys.,,,VNT,KG,0.47,
"Šviesi duona su kvietiniais visų grūdo dalių miltais (nepridėta cukraus), 230 g",Sviesi-duona-su-kvietiniais-visu-grudo-daliu-miltais-(neprideta-cukraus)-230-g,86AWHzKIyPoQwf0kchMe,Buns,286,1.8,0.2,59,0.6,9.6,1.5,Šviesi duona su kvietiniais visų grūdo dalių miltais (nepridėta cukraus),,,VNT,KG,0.23,
"Žemės riešutų kremas su riešutų gabaliukais ESTRELLA, 350 g",Zemes-riesutu-kremas-su-riesutu-gabaliukais-ESTRELLA-350-g,8HKKssHxo0o9K4YMzrgQ,Other Sweets,600,47,8.2,17,11,23,0.8,Žemės riešutų kremas,,,VNT,KG,0.35,
"Vaniliniai ledai su mangų įdaru SUPER VIVA,  450 ml",Vaniliniai-ledai-su-mangu-idaru-SUPER-VIVA-450-ml,8TEjEqm90PCXolv5qUx7,Ice Cream in Boxes ,188,7.1,5.3,28,27,3,0.16,Vaniliniai ledai,,,VNT,L,0.45,frozen
"Pieniški ledai KINDER su pieniško šokolado glaistu, 1 vnt.",Pieniski-ledai-KINDER-su-pienisko-sokolado-glaistu-1-vnt.,8FNT3KPsWYkTObiABZJP,Ice Cream in Boxes ,229,11,6.7,30,23,3.1,0.11,Valgomieji ledai,,,VNT,VNT,1,frozen
"Vaikiškas paštetas aukščiausia rūšis BIOVELA, 90 g",Vaikiskas-pastetas-auksciausia-rusis-BIOVELA-90-g,9oj3cBjX0pN5PiGPpHpd,Pates and Other Meat Products,249,21.8,9.44,2.78,1.25,10.3,1.3,Vaikiškas paštetas aukščiausia rūšis.,,,VNT,KG,0.09,fresh
"Šviežios plonos kiaulienos dešrelės, 1 kg",Sviezios-plonos-kiaulienos-desreles-1-kg,9phbzF7J4h87e8dGQBIT,Pre-cooked Meat Products,313,21.86,7.98,0.61,0.5,14.49,1.46,Šviežios kiaulienos dešrelės,,,KG,KG,1,fresh
"Šaltai rūkyta jautienos dešra ROKIŠKIO MĖSINĖS, 200 g",Saltai-rukyta-jautienos-desra-ROKISKIO-MESINES-200-g,9cVevvwp0TBjiSuZnFlK,Cold-Smoked Meat Products,350,26.9,11,1.76,0.3,28,2.8,Šaltai rūkyta jautienos dešra,,,VNT,KG,0.2,fresh
"Laukinių lašišų filė vakuume VIČI, 100 g",Laukiniu-lasisu-file-vakuume-VICI-100-g,8fTLCHTNTd6acsdwLA2b,Fish Products,158,6.1,1.3,0.76,0,25.1,3,Šaltai rūkyta raudonųjų lašišų filė.,,,VNT,KG,0.1,fresh
"Vytinta dešra SAMSONO KLEBONIŠKA, 270 g",Vytinta-desra-SAMSONO-KLEBONISKA-270-g,8jXOGrjbjy2IMN9ID16K,Dried Meat Products,353,28,12,0.2,0.2,25,3.6,Vytinta dešra,,,VNT,KG,0.27,fresh
"Jogurtinis tortas 18 cm GIMTADIENIS, 1 kg",Jogurtinis-tortas-18-cm-GIMTADIENIS-1-kg,8cY4iFzeCvDr0S2F3Olw,Confectionery Products,222,10,5.9,30,26,3.4,0.09,Tortas,,,KG,KG,1,fresh
"Aštraus skonio vytinta žuvis su vynu NATMADE, 40 g",Astraus-skonio-vytinta-zuvis-su-vynu-NATMADE-40-g,8nu7lWvgsJ0K8ld7GhuZ,Fish Products,260,6.1,1.8,5.3,5,45.9,5.09,Vytinta žuvis,,,VNT,KG,0.04,fresh
"Pien. šokoladas MILKA COLLAGE FRUIT su kakaviniu įdaru, 93 g",Pien.-sokoladas-MILKA-COLLAGE-FRUIT-su-kakaviniu-idaru-93-g,8v5wmOHsVOakgNxsTmr1,Chocolate Plates,562,36,20,53,52,5.6,0.27,"Šokoladas su kakaviniu įdaru, pieniniu šokoladu iš Alpių pieno, šokolado gabalėliais, skaldytais karamelizuotais lazdynų riešutais ir džiovintomis avietėmis.",,,VNT,KG,0.093,
"Plakamoji grietinėlė PENNY, 0,2 kg",Plakamoji-grietinele-PENNY-02-kg,8yqQ38m4eYyhO7wxDDup,Sour Cream,293,30,20,3.2,3.2,2.5,0.08,"Plakamoji grietinėlė . Prekės ženklas: PENNY Kiekis: 0,2 kg",,,VNT,L,0.2,fresh
"Jautienos maltiniai mėsainiams ORIGINAL, 420 g",Jautienos-maltiniai-mesainiams-ORIGINAL-420-g,8GYXuLANqzSsm4ok91YR,Frozen Meat,236,18,8.8,1,0.4,17.5,1.1,Jautienos maltiniai mėsainiams ORIGINAL,,,VNT,KG,0.42,frozen
"Makaronai LUBELLA, 250 g",Makaronai-LUBELLA-250-g,8oUZfjRlz4KPDbJvMHFB,Pasta,360,1.5,0.3,73,3.5,12,0,Makaronai. Prekės ženklas: LUBELLA Kiekis: 250 gr,,,VNT,KG,0.295,
"Glaistytas varškės sūrelis su apelsinų gabaliukais VARĖNOS, 40 g",Glaistytas-varskes-surelis-su-apelsinu-gabaliukais-VARENOS-40-g,8rJXFeImQbujgkA4mxG9,Cheese Curds,385,24.2,16.45,29.3,23.7,12.5,0.05,Glaistytas varškės sūrelis su apelsinų gabaliukais.,,,VNT,KG,0.04,fresh
"Ekologiškas alyvuogių aliejus BIONATURALIS, 500 ml",Ekologiskas-alyvuogiu-aliejus-BIONATURALIS-500-ml,9Ga1brLJcnUMjl7iQAZ2,Olive oil,900,100,19,0,0,0,0,Ekologiškas alyvuogių aliejus BIONATURALIS. LT-EKO-001,15.99,,VNT,L,0.5,
"Virta daktariška dešra IKI, a. r., 430 g",Virta-daktariska-desra-IKI-a.-r.-430-g,8o6Kr1ZfbBOPzjRU1sGd,Boiled Meat Products,200,18,6,0.6,0.5,9,2.1,Virta dešra,,,VNT,KG,0.43,fresh
"Vytinta dešra su žaliųjų pipirų griežinėliais, 90 g",Vytinta-desra-su-zaliuju-pipiru-griezineliais-90-g,9BrSdy4CqafMvYipz1rL,For Dogs,42,40,15.3,1.1,0.4,22,4.1,Vytinta dešra su žaliaisiais pipirais,,,VNT,KG,0.09,fresh
"Virtos dešrelės, aukščiausia rūšis KLAIPĖDOS EKSTRA, 300 g",Virtos-desreles-auksciausia-rusis-KLAIPEDOS-EKSTRA-300-g,9NSkAOcbl6nHHbXCWfGe,Hot Dogs & Wieners,245,21,10,2,0.4,12,2.1,"Klaipėdos Ekstra virtos dešrelės, aukščiausios kokybės pagamintos iš kiaulienos ir jautienos, nenaudojant aromato ir skonio stipriklio E621.",,,VNT,KG,0.3,fresh
"Vaisių tyrelė su jogurtu  (nuo 8 mėn.) SEMPER, 190 g",Vaisiu-tyrele-su-jogurtu-(nuo-8-men.)-SEMPER-190-g,95Oq1eb40cSTlwj7Y40D,Baby Food,69,0.7,0.6,14,7,1.6,0.05,Vaisių tyrelė,,,VNT,KG,0.19,
"Sojų gėrimas ALPRO SOYA ORIGINAL su kalciu, 1 l",Soju-gerimas-ALPRO-SOYA-ORIGINAL-su-kalciu-1-l,8yrScEqo3fnJbk84dceh,Lactose-Free Products,39,1.8,0.3,2.5,2.5,3,0.11,Sojų gėrimas ALPRO SOYA ORIGINAL su kalciu,,,VNT,L,1,fresh
"Grybų asorti VALTARO, 290 g",Grybu-asorti-VALTARO-290-g,8r6gHUMuhYSJOFnRvSgO,"Pickled, Canned Vegetables",48,1.7,0.6,4.3,1.1,2.4,2.1,Grybų asorti,,,VNT,L,0.314,
"Lydytos varškės užtepėlė ROKIŠKIO, 200 g",Lydytos-varskes-uztepele-ROKISKIO-200-g,8qClc4Z4EaJGDE8fO90r,Soft Cheese,234,20,11,3.8,3.5,9.7,0.9,Lydytos varškės užtepėlė.,,,VNT,KG,0.2,fresh
"Šokoladas PERGALĖ su karamelizuotais migdolais ir apelsinų gabaliukais, 220 g",Sokoladas-PERGALE-su-karamelizuotais-migdolais-ir-apelsinu-gabaliukais-220-g,9sAP834ov4L3upZuywIj,Chocolate Plates,517,29,17,54,47,5.6,0.01,Šokoladas su karamelizuotais migdolais ir apelsinų gabalėliais,,,VNT,KG,0.22,
"Obuolių ir vyšnių skonio grietininiai valgomieji ledai ESKIMO, 100 ml",Obuoliu-ir-vysniu-skonio-grietininiai-valgomieji-ledai-ESKIMO-100-ml,9scOob5arN2B2rSa0n2m,Ice Cream in Portions,270,18,15,24,23,3.1,0.18,"Obuolių ir vyšnių valgomieji ledai, glaistyti citrinų skonio glaistu.",,,VNT,L,0.1,frozen
"Grietininiai ledai su mėlynėmis ir vynuogių įdaru NYKŠTUKAS, 130 ml",Grietininiai-ledai-su-melynemis-ir-vynuogiu-idaru-NYKSTUKAS-130-ml,9vVUHONN5XchKyAuJkRV,Ice Cream in Portions,216,8.9,4.4,30.2,26.7,3.6,0.14,Grietininiai ledai,,,VNT,L,0.13,frozen
"Apelsinų gėrimas ELMENHORSTER (30%), 1,5 l",Apelsinu-gerimas-ELMENHORSTER-(30percent)-15-l,uqgCgR77OquGnRmK5JaA,Juice,44,0.1,0,11,0,0.2,0,Mažiausias vaisių kiekis - 30%.,,,VNT,L,1.5,
"Energinis gėrimas SELITA ORGANIC ENERGY, 500 ml",Energinis-gerimas-SELITA-ORGANIC-ENERGY-500-ml,ngCLlGQcT6c6TpIVh9tJ,Energy Drinks,34,0,0,8.3,8.3,0,0.01,Energinis gėrimas,,,VNT,L,0.5,energyDrink
"Ekologiškas pienas 3,5% rieb. AUGA, 1 l",Ekologiskas-pienas-35percent-rieb.-AUGA-1-l,p3By3xonubP6Lgpw2lG1,Milk,63,3.5,2.3,4.7,4.7,3.1,0.1,"Ekologiškas pienas 3,5% rieb.",,,VNT,L,1,fresh
"Vištienos šlaunelių dešra VILNIAUS PAUKŠTYNAS, a. r., 300 g",Vistienos-slauneliu-desra-VILNIAUS-PAUKSTYNAS-a.-r.-300-g,r7l3IrlHQH6vGL34G8Jl,Boiled Meat Products,234,20.3,7.4,1.4,0.4,11.4,2.3,Vištienos dešra,,,VNT,KG,0.3,fresh
"Kefyro gėrimas GRAIKIŠKA AMFORA su apelsinais, persimonais ir tekšėmis, 500 g",Kefyro-gerimas-GRAIKISKA-AMFORA-su-apelsinais-persimonais-ir-teksemis-500-g,pm2JX4OriaB468yQNX33,"Kefir, Buttermilk, Sour Milk",34,0.5,0.3,4.1,3.6,3.3,0.1,"Kefyro gėrimas su apelsinais, persimonais ir tekšėmis",,,VNT,KG,0.5,fresh
"Pieninis šokoladas PERGALĖ, 93 g",Pieninis-sokoladas-PERGALE-93-g,rI2IlSWSW6fM5X9AmNNK,Chocolate Plates,535,31,19,57,55,6.8,0.21,Pieninis šokoladas,,,VNT,KG,0.093,
"Grietinėlė HEJ UAT 12% rieb., 500 ml",Grietinele-HEJ-UAT-12percent-rieb.-500-ml,qo0Jn4dZZ7ObkDNAQNqX,Sour Cream,135,12,7.2,4,4,2.7,0.1,Grietinėlė 12%,,,VNT,L,0.5,fresh
"Šašlykų kečupas ČUMAK, 450 g",Saslyku-kecupas-CUMAK-450-g,qgCGhxCRGB2KVnzWbzUo,Sauces,85,0.01,0,20.6,0,1.3,0,Šašlykų kečupas.,,,VNT,KG,0.45,
"Didelės mėsainio bandelės MANTINGA su sezamais, atitirpintos, 164 g",Dideles-mesainio-bandeles-MANTINGA-su-sezamais-atitirpintos-164-g,rd2ANDCSALLJhoDQ7cZz,Buns,287,4.8,0.6,52,5.8,7.9,1.2,Bandelė,,,VNT,KG,0.16,
"Vytinta jautienos dešra su baziliku, 180 g",Vytinta-jautienos-desra-su-baziliku-180-g,rTjpx5OkZl23FCFw8pry,Dried Meat Products,242,7.4,3.44,0.93,0.63,42.8,5.1,Jautienos dešra,,,VNT,KG,0.18,fresh
"Virtos dešrelės, a. r., 94% mėsos, SUPER DEŠRELĖS.LT, 260 g",Virtos-desreles-a.-r.-94percent-mesos-SUPER-DESRELES.LT-260-g,rkAIBwHQXCRtCTLdo9Gz,Hot Dogs & Wieners,276,24,8,0.9,0.8,14,1.8,"Super dešrelės - TEISINGAS pasirinkimas ieškantiems kokybės, nes dešrelėse net 94 proc. mėsos. Dešrelėse nenaudoti skonio stiprikliai- nes jos pagamintos iš rinktinės mėsos ir yra NATŪRALIAI skanios. Dešrelių gamyboje nenaudoti pieno milteliai ir kitos medžiagos, priskiriamos alergenams – todėl jos tinkamos KIEKVIENAM.",,,VNT,KG,0.26,fresh
"Šaltai rūkyta kiaulienos šoninė, 1 kg",Saltai-rukyta-kiaulienos-sonine-1-kg,sEE9zcZycgNGDWhv2d8s,Cold-Smoked Meat Products,837,92.1,36.1,0.2,0.1,1.7,1.5,Kiaulienos šoninė,,,KG,KG,1,fresh
"Lukštentos saulėgrąžų sėklos, 150 g",Lukstentos-saulegrazu-seklos-150-g,sEL6IuOHgigGkveescvR,Seeds,601,50,12,8.4,4.6,25,0.01,Lukštentos saulėgrąžų sėklos,,,VNT,KG,0.15,
"Šviežias sūris MOZZARELLA, 130 g",Sviezias-suris-MOZZARELLA-130-g,t1cPjsDdRUKRnYG6OagN,Soft Cheese,251,19,13.2,0.13,0,19.9,0.5,Šviežias sūris.,,,VNT,KG,0.13,fresh
"Ekologiškas draugų mišinys ALVO, 150 g",Ekologiskas-draugu-misinys-ALVO-150-g,tGuInEbojsyOouA4GfFr,Nuts & Dried Fruit,446,25,2.7,42,40,10,0.06,Ekologiškas mišinys,,,VNT,KG,0.15,
"Sumuštinis su virta kalakutiena ir ROMESCO padažu, 130 g",Sumustinis-su-virta-kalakutiena-ir-ROMESCO-padazu-130-g,tugP7TIAocKXsKPNPx55,Sandwiches,137,11,1,5.9,2.7,2.2,1.6,Sumuštinis su virta kalakutiena ir ROMESCO padažu,,,VNT,KG,0.13,fresh
"Makaronai KAIMIŠKI, 250 g",Makaronai-KAIMISKI-250-g,tx0HaGDs1yHEKplDz6XX,Pasta,409,4.8,1.1,72.8,0.5,15.7,0.1,Makaronai.,,,VNT,KG,0.25,
"Duona su KHORASAN (kietaisiais) kviečiais, 300 g",Duona-su-KHORASAN-(kietaisiais)-kvieciais-300-g,vrsm9OitZuW5OrEjFcXQ,Bread,334,8.5,1,52,2.3,11,1.3,Duona su KHORASAN (kietaisiais) kviečiais,,,VNT,KG,0.3,
"Maltos aitriosios paprikos BUGA'S, 160 g",Maltos-aitriosios-paprikos-BUGA'S-160-g,wTIUPLhntSXZBe5OJaqu,Spreads,57,1.5,0.4,7.5,3.1,2.2,11.5,Maltos aitriosios paprikos,,,VNT,VNT,1,fresh
"Ekologiškas majonezas su dižono garstyčiomis BIO VILLAGE, 270 g",Ekologiskas-majonezas-su-dizono-garstyciomis-BIO-VILLAGE-270-g,ut3cAHxDay225XzecN5D,Mayonnaise,718,78,5.8,1.5,1.4,2,1.7,Ekologiškas majonezas su dižono garstyčiomis,,,VNT,KG,0.27,
"Baltieji ilgagrūdžiai ryžiai iš kamargo su saugoma geografine nuoroda NRT, 500 g",Baltieji-ilgagrudziai-ryziai-is-kamargo-su-saugoma-geografine-nuoroda-NRT-500-g,v5YD1F1YV28Y35VBHTqm,Asian Foods,357,1,0.1,80,0.2,7,0.01,Baltieji ilgagrūdžiai ryžiai.,,,VNT,KG,0.5,
"Dribsniai NESTLE COOKIE CRISP, 225 g",Dribsniai-NESTLE-COOKIE-CRISP-225-g,v26QEktFFSnBBCU7Ov9A,Bars & Cereals,383,3.4,1.2,78.3,24.9,7.2,0.77,Sausainių formos šokoladiniai javų dribsniai „Nestlé Cookie Crisp“.,,,VNT,KG,0.225,
GRIETINĖL.KR.PYRAG.SU KARAMEL.KRIAUŠ.ĮD,GRIETINEL.KR.PYRAG.SU-KARAMEL.KRIAUS.ID,wZb8k8IJLQK0h68hZhEL,Confectionery Products,193,6.1,3.6,31,26,3.2,0.16,Grietinėlės kremo pyragas su karameliniu kriaušių įdaru,,,KG,KG,1,fresh
"Rūkytų silkių filė gabaliukai su jūros kopūstais VIČI, 200 g",Rukytu-silkiu-file-gabaliukai-su-juros-kopustais-VICI-200-g,vJRkhRsCujWIVGnGdH0V,"Smoked, Dried Fish",236,20.1,2.2,8,3.3,6.1,4,Rūkytų silkių filė gabaliukai su jūros kopūstais.,,,VNT,KG,0.2,fresh
"Pieninis šokoladas su skaldytais lazdynų riešutais NESTLE EXTRAFINO, 120 g",Pieninis-sokoladas-su-skaldytais-lazdynu-riesutais-NESTLE-EXTRAFINO-120-g,w9GVhUR7FhkEJDu1S3NI,Chocolate Plates,561,35.7,15.8,51.4,48.9,7.1,0.14,Pieniškas šokoladas,,,VNT,KG,0.12,
"Karamelinis plombyras NYKŠTUKAS su karamelės įdaru, 130 ml",Karamelinis-plombyras-NYKSTUKAS-su-karameles-idaru-130-ml,A9yyW40MiLHzmcAUQiXI,Ice Cream in Portions,263,12.2,6.7,34.3,21.6,3.9,0.09,Karamelinis plombyras,,,VNT,L,0.13,frozen
"Ypač tyras alyvuogių aliejus ILIADA KALAMATA, 750 ml",Ypac-tyras-alyvuogiu-aliejus-ILIADA-KALAMATA-750-ml,AssjVXyyVRQ5aPyRycvx,Oil & Vinegar,823,91.4,13.3,0,0,0,0,Alyvuogių aliejus,,,VNT,L,0.75,
"Kiaulienos šašlykas su majonezu, 1 kg",Kiaulienos-saslykas-su-majonezu-1-kg,AjbBhmdUNIfUjlnLDByS,Chicken,267,19.6,4.72,2.17,1.34,12.24,1.72,Kiaulienos šašlykas,,,KG,KG,1,fresh
"Duonelė su sezamu, kmynais ir linais DANVITA, 130 g",Duonele-su-sezamu-kmynais-ir-linais-DANVITA-130-g,wjNTvVMRq4Lzofc8cIto,Breads & Scones,379,2,0.7,76,3,14,2.7,"Duonelė su sezamu, kmynais ir linais.",,,VNT,KG,0.13,
"Maistinės kviečių sėlenos MALSENA NATURALIS, 200 g",Maistines-kvieciu-selenos-MALSENA-NATURALIS-200-g,wnRC7F7GZpZVB9mZrb27,Groats,280,4.5,1.2,66.8,2.8,16.2,0.2,"Maistinės sėlenos – tai luobelės, liekančios sumalus grūdus.",,,VNT,VNT,1,
"Ekologiškas gėrimas slyva-kardamonas WOSTOK, 0,33 l",Ekologiskas-gerimas-slyva-kardamonas-WOSTOK-033-l,y7IwKT2RPcFzGGbybd0b,Soft Drinks,34,0,0,8.9,8.6,0.01,0.02,Ekologiškas gėrimas,,,VNT,L,0.33,
"Spragėsių kukurūzai ARIMEX, 100 g",Spragesiu-kukuruzai-ARIMEX-100-g,x6pmy4V00rvpPYsM3KEE,Nuts & Dried Fruit,372,5.6,0.8,67,0.8,10,0.03,Spragėsių kukurūzai.,,,VNT,KG,0.1,
"Tortas VAKARAS 14 cm, 1 kg",Tortas-VAKARAS-14-cm-1-kg,xHguhMmPPIfU9H2awscM,Cakes,387,20,13,26,23,3.1,0.13,Tortas vakaras,,,KG,KG,1,fresh
"Lazdynų riešutai ARIMEX, 300 g",Lazdynu-riesutai-ARIMEX-300-g,xEvL6yK50hygjK8ahOyG,Nuts & Dried Fruit,705,66,6.1,10,3,15,0.1,Lazdynų riešutai,,,VNT,KG,0.2,
"Ekologiškas pradinis pieno mišinys (nuo gimimo) BIO HIPP 1 COMBIOTIC, 300 g",Ekologiskas-pradinis-pieno-misinys-(nuo-gimimo)-BIO-HIPP-1-COMBIOTIC-300-g,yL3QYU8YuZwpTqL540pe,Baby Food,66,3.5,1.2,7.3,7.2,1.25,0.05,Ekologiškas pradinis pieno mišinys nuo gimimo.,,,VNT,KG,0.3,
"Varškės užtepėlė GASPADINIŲ TRADICINĖ, 200 g",Varskes-uztepele-GASPADINIU-TRADICINE-200-g,yNqzHA8nIPbvY24c0MDn,"Curd Desserts, Spreads",159,9,5.4,3.5,2.9,16,0.1,Varškės užtepėlė,,,VNT,KG,0.2,fresh
"Bolivinė balanda BUON GUSTO (juodoji), 350 g",Bolivine-balanda-BUON-GUSTO-(juodoji)-350-g,zNJpuPsk7xHxpCuSH31d,Groats,357,6.1,0.7,57.2,4.9,14.1,0,Juodoji bolivinė balanda,,,VNT,KG,0.35,
"Kramtomoji guma HALLS PEPPERMINT, 18 g",Kramtomoji-guma-HALLS-PEPPERMINT-18-g,zuHDXolYS5z2QAOj3zfC,Chewing Gum & Pastilles,179,0.4,0.1,71,0.3,0.1,0.04,Kramtomoji guma,,,VNT,KG,0.02,
"Vytinta dešra aukščiausia rūšis JOTVINGIŲ, 200 g",Vytinta-desra-auksciausia-rusis-JOTVINGIU-200-g,zor4RIcSY2zHD63Azuts,Dried Meat Products,475,42,16,1.8,0.9,23,4,"Aukščiausios rūšies vytinta dešra, pagaminta iš smulkintos jautienos, kiaulienos ir lašinukų, pagardinta druska, natūraliais prieskoniais.",,,VNT,KG,0.2,fresh
"Virtos dešrelės aukščiausia rūšis KLAIPĖDOS EKSTRA, 260 g",Virtos-desreles-auksciausia-rusis-KLAIPEDOS-EKSTRA-260-g,KkuTY7eggtGBdns9CRHS,Hot Dogs & Wieners,245,21,10,2,0.4,12,2.1,Virtos dešrelės aukščiausia rūšis,,,VNT,KG,0.26,fresh
"Fasuotas riešutinis pyragaitis 8 cm, 120 g",Fasuotas-riesutinis-pyragaitis-8-cm-120-g,Km8GB06ld0GP5rXX3AmQ,"Pickled, Canned Vegetables",462,31,6.2,38,29,8.2,0.22,Pyragaitis,,,VNT,KG,0.12,fresh
"Aguoninis pyragas BLANCHE, 1 kg",Aguoninis-pyragas-BLANCHE-1-kg,KoLgdPtrCLxN14H60a0t,Cakes,332,16,6.3,40,31,5.2,0.09,"Aguoninis pyragas BLANCHE, 1 kg",,,KG,KG,1,fresh
"Lietiniai blyneliai su mėsa,  6x100 g pakuotė",Lietiniai-blyneliai-su-mesa-6x100-g-pakuote,Ca7DAkJTMVr7mA9cSz4q,Fast Food Preparation,194,7.4,3.3,18,2.7,8.4,0.86,Lietiniai blyneliai,,,VNT,KG,0.6,fresh
"Graikiškas geriamasis jogurtas AISTĖ su mėlynėmis, 330 g",Graikiskas-geriamasis-jogurtas-AISTE-su-melynemis-330-g,CbmQpSCvQxbNSfqtsIGP,Drinking Yogurt,320,5.3,3.6,45.9,44.2,21.1,0.56,Jogurtas,,,VNT,KG,0.33,fresh
"Avižinės kruopos SKANĖJA, 400 g",Avizines-kruopos-SKANEJA-400-g,HymzD3QpSfWZJNMYSTZb,Groats,262,3.3,0.6,69.7,0.6,7.2,0.44,Avižinės kruopos,,,VNT,KG,0.4,
"Karštai rūkyti vištų ketvirčiai pirma rūšis VIŠTYČIO, 1 kg",Karstai-rukyti-vistu-ketvirciai-pirma-rusis-VISTYCIO-1-kg,HiEAJKvrEqT3cWqaUVJK,Hot-Smoked Meat Products,167,12,2.8,0,0,14,1.14,Karštai rūkyti vištų ketvirčiai pirma rūšis. Prekės ženklas: VIŠTYČIO,,,KG,KG,1,fresh
"Minkšti sausainiai su grūdais BELVITA, 250 g",Minksti-sausainiai-su-grudais-BELVITA-250-g,MruZpd9IyvKUtEuBKQxk,Cookies & Gingerbread,386,13,1.2,61,18,5.5,0.7,Sausainiai,,,VNT,KG,0.25,
"Šokoladinis plombyras ESKIMOS, 140 ml",Sokoladinis-plombyras-ESKIMOS-140-ml,H5uNgR9WcQvGShfYTJCy,Frozen Dessert,230,13,8.2,26,20,3.4,0.1,Šokoladinis plombyras.,,,VNT,L,0.07,frozen
"Avižų batonėlis su uogomis CERBONA, 50 g",Avizu-batonelis-su-uogomis-CERBONA-50-g,KvJTWuRyjo6fSnnlGUkZ,Bars & Cereals,395,11.5,4.3,64.3,19.8,7.1,0.58,"Avižų batonėlis. Prekės ženklas: CERBONA Kiekis: 0,05 kg",,,VNT,KG,0.05,
"Ruginės sėlenos NATURALIS, 200 g",Rugines-selenos-NATURALIS-200-g,MB0W64Uzg3QVgNYKVxAN,Groats,298,3.8,1.5,67,4.5,16.9,0.2,Ruginės sėlenos.,,,VNT,KG,0.2,
"Prancūziškas tortas, 1 kg",Prancuziskas-tortas-1-kg,NbZzsinmg0m1WWjEE1xG,Cakes,335,17,12,23,20,2.9,0.12,"Prancūziškas tortas, 1 kg",,,KG,KG,1,fresh
"Gazuotas kolos ir citrinų skonio gaivusis gėrimas COCA COLA LIME, 330 ml",Gazuotas-kolos-ir-citrinu-skonio-gaivusis-gerimas-COCA-COLA-LIME-330-ml,AgPzj2wqXXmePUdV1I1n,Soft Drinks,43,0,0,10.6,10.6,0,0.02,Coca-Cola Lime - gazuotas kolos ir žaliųjų citrinų skonio gaivusis gėrimas.,,,VNT,L,0.33,
"Ekologiškas jogurtas DANONKI BIO su avietėmis, 70 g",Ekologiskas-jogurtas-DANONKI-BIO-su-avietemis-70-g,C42L1rEpObtm6ho06Dgy,Drinking Yogurt,90,2.8,1.8,10.9,10.4,5,0.11,Jogurtas,,,VNT,KG,0.07,fresh
"Ekologiškas vanilės skonio plombyras DADU, 120 ml",Ekologiskas-vaniles-skonio-plombyras-DADU-120-ml,HMXOWSNNIC1dpfmHjQ5Q,Ice Cream in Portions,206,11.6,7.4,21.6,16.3,3.5,0.1,Valgomieji ledai,,,VNT,L,0.12,frozen
"Lietiniai su jautienos įdaru, 600 g pakuotė",Lietiniai-su-jautienos-idaru-600-g-pakuote,HlFUSuNkayFdKCF2ulML,Crepes,153,4.5,1.7,19,3.3,6.5,0.75,Lietiniai su jautienos įdaru šeimyninėje pakuotėje.,,,VNT,KG,0.6,
